id,gender
3500,0.811782727
3501,0.252859568
3502,0.306382312
3503,0.332137293
3504,0.316166307
3505,0.229211767
3506,0.084577137
3507,0.743358555
3508,0.327512879
3509,0.118442414
3510,0.161881935
3511,0.350922596
3512,0.634964632
3513,0.124180845
3514,0.535456448
3515,0.124977425
3516,0.082939389
3517,0.124663574
3518,0.240350684
3519,0.395342629
3520,0.753560577
3521,0.606531737
3522,0.508629595
3523,0.108747482
3524,0.100864963
3525,0.433652715
3526,0.203736939
3527,0.850306888
3528,0.420724081
3529,0.197609271
3530,0.168393313
3531,0.791868634
3532,0.070940757
3533,0.20798017
3534,0.632397457
3535,0.245620957
3536,0.21785191
3537,0.659903433
3538,0.464484688
3539,0.43622837
3540,0.199870406
3541,0.090323689
3542,0.097003988
3543,0.768134297
3544,0.243490519
3545,0.29341837
3546,0.258180411
3547,0.113801188
3548,0.771785651
3549,0.194079693
3550,0.322916963
3551,0.551988437
3552,0.271481051
3553,0.296439513
3554,0.331551404
3555,0.22877734
3556,0.495980739
3557,0.287703398
3558,0.1069848
3559,0.30543015
3560,0.358594861
3561,0.647396811
3562,0.314564311
3563,0.172226741
3564,0.82021488
3565,0.486703206
3566,0.057560046
3567,0.287874119
3568,0.604189102
3569,0.285766734
3570,0.238878669
3571,0.444011486
3572,0.743358555
3573,0.523828099
3574,0.389476914
3575,0.555669439
3576,0.636242269
3577,0.304073083
3578,0.132139937
3579,0.183597644
3580,0.628907846
3581,0.387275835
3582,0.742915557
3583,0.696981029
3584,0.214845427
3585,0.330869984
3586,0.065349895
3587,0.102627873
3588,0.211426412
3589,0.184275291
3590,0.679411465
3591,0.239953882
3592,0.840836048
3593,0.242529283
3594,0.111880471
3595,0.359121517
3596,0.192109359
3597,0.087893035
3598,0.30931819
3599,0.622577987
3600,0.517548262
3601,0.22361845
3602,0.451418537
3603,0.099975969
3604,0.818699933
3605,0.157692432
3606,0.381256661
3607,0.291789012
3608,0.227985253
3609,0.193002407
3610,0.275270388
3611,0.427059138
3612,0.555669439
3613,0.118255204
3614,0.4091285
3615,0.121521284
3616,0.471976267
3617,0.620494971
3618,0.68860535
3619,0.085003856
3620,0.287460391
3621,0.360700219
3622,0.128785581
3623,0.51475468
3624,0.14393577
3625,0.486703206
3626,0.774874347
3627,0.282932456
3628,0.698561088
3629,0.303757789
3630,0.730150497
3631,0.371015048
3632,0.548605315
3633,0.237639606
3634,0.117934995
3635,0.617517854
3636,0.401392605
3637,0.073370935
3638,0.764728409
3639,0.535711139
3640,0.762028266
3641,0.229858506
3642,0.727984839
3643,0.147420918
3644,0.293842614
3645,0.331792948
3646,0.242645449
3647,0.152149013
3648,0.795944637
3649,0.216152907
3650,0.354317985
3651,0.424737121
3652,0.871443491
3653,0.277632155
3654,0.25532073
3655,0.334667745
3656,0.307377842
3657,0.63195268
3658,0.117963281
3659,0.146295558
3660,0.27166349
3661,0.338123819
3662,0.076993838
3663,0.690705576
3664,0.326942123
3665,0.598440263
3666,0.619181389
3667,0.221242451
3668,0.091438067
3669,0.616681258
3670,0.140190534
3671,0.620494971
3672,0.066407028
3673,0.450085425
3674,0.204294781
3675,0.578708797
3676,0.148914207
3677,0.311762885
3678,0.317789515
3679,0.101210186
3680,0.125397556
3681,0.530748532
3682,0.612077029
3683,0.098606245
3684,0.470730619
3685,0.724615719
3686,0.412992165
3687,0.539504149
3688,0.10220244
3689,0.687077964
3690,0.480027806
3691,0.062467144
3692,0.599349792
3693,0.217972956
3694,0.342772584
3695,0.79485237
3696,0.602992268
3697,0.782317639
3698,0.281354632
3699,0.234399369
3700,0.161539505
3701,0.061965954
3702,0.162711671
3703,0.371878978
3704,0.825149097
3705,0.349775796
3706,0.341263714
3707,0.08514667
3708,0.061918219
3709,0.099466119
3710,0.166382775
3711,0.137057116
3712,0.646906933
3713,0.073494589
3714,0.164367572
3715,0.374503451
3716,0.098121297
3717,0.156288778
3718,0.089020297
3719,0.167458334
3720,0.391555196
3721,0.583127565
3722,0.073264083
3723,0.403727679
3724,0.381256661
3725,0.23883223
3726,0.419841743
3727,0.818164013
3728,0.218410269
3729,0.649792978
3730,0.258534701
3731,0.423432073
3732,0.616862888
3733,0.866798544
3734,0.085516662
3735,0.355187471
3736,0.439606952
3737,0.560251068
3738,0.186639605
3739,0.539864594
3740,0.726300246
3741,0.739697103
3742,0.143976644
3743,0.094441522
3744,0.19211914
3745,0.191337677
3746,0.351479136
3747,0.089642877
3748,0.118790251
3749,0.447307974
3750,0.178891679
3751,0.637979247
3752,0.142959153
3753,0.58756513
3754,0.247748498
3755,0.678757883
3756,0.555669439
3757,0.127711223
3758,0.353633552
3759,0.278978566
3760,0.129467868
3761,0.706850368
3762,0.118932953
3763,0.171191613
3764,0.67374966
3765,0.056679859
3766,0.260591874
3767,0.849507947
3768,0.766036903
3769,0.516292528
3770,0.743358555
3771,0.113471438
3772,0.677086374
3773,0.465356047
3774,0.200867789
3775,0.840836048
3776,0.663743563
3777,0.573881842
3778,0.249923807
3779,0.1142208
3780,0.327512879
3781,0.212762754
3782,0.227694468
3783,0.200770452
3784,0.189931086
3785,0.619181389
3786,0.118131402
3787,0.745673647
3788,0.327512879
3789,0.555568669
3790,0.199758867
3791,0.184299645
3792,0.499046118
3793,0.585195733
3794,0.211994681
3795,0.490783964
3796,0.076410399
3797,0.605395706
3798,0.31705017
3799,0.28681566
3800,0.115276336
3801,0.204281275
3802,0.147414191
3803,0.402788601
3804,0.314573602
3805,0.270410305
3806,0.577605928
3807,0.109503241
3808,0.506372528
3809,0.200189491
3810,0.243217075
3811,0.610931126
3812,0.368646899
3813,0.532459439
3814,0.296792245
3815,0.665150085
3816,0.196434252
3817,0.079410102
3818,0.363648869
3819,0.120929721
3820,0.577631687
3821,0.597220093
3822,0.1462058
3823,0.085437184
3824,0.12112937
3825,0.552022717
3826,0.087521733
3827,0.177403589
3828,0.157865622
3829,0.787962154
3830,0.805780465
3831,0.157135619
3832,0.187001082
3833,0.074335746
3834,0.537357651
3835,0.149346563
3836,0.163595513
3837,0.322921318
3838,0.770948173
3839,0.528562405
3840,0.828999771
3841,0.101599267
3842,0.083458911
3843,0.416769078
3844,0.474721461
3845,0.160252541
3846,0.072044534
3847,0.145312229
3848,0.133094921
3849,0.68503247
3850,0.10108122
3851,0.280527253
3852,0.758976224
3853,0.192638542
3854,0.143265831
3855,0.144568026
3856,0.500180884
3857,0.138005521
3858,0.394688704
3859,0.36532766
3860,0.590618895
3861,0.181016811
3862,0.225803268
3863,0.640057735
3864,0.721710219
3865,0.754468628
3866,0.25051742
3867,0.304482321
3868,0.467102766
3869,0.808353428
3870,0.275831927
3871,0.523733028
3872,0.634331409
3873,0.119199894
3874,0.189588282
3875,0.085715846
3876,0.513070551
3877,0.266011485
3878,0.59098962
3879,0.628907846
3880,0.318618155
3881,0.222485217
3882,0.135630735
3883,0.238104155
3884,0.084545739
3885,0.833771615
3886,0.446700813
3887,0.554608543
3888,0.566393809
3889,0.206281622
3890,0.676631621
3891,0.182486165
3892,0.059220159
3893,0.149027605
3894,0.093525433
3895,0.105016281
3896,0.106563503
3897,0.077626757
3898,0.628907846
3899,0.16376189
3900,0.628907846
3901,0.836092184
3902,0.275611165
3903,0.124171784
3904,0.20477826
3905,0.272921593
3906,0.544881526
3907,0.077850877
3908,0.111429463
3909,0.707932989
3910,0.197212492
3911,0.07600847
3912,0.442888771
3913,0.801125557
3914,0.647532323
3915,0.126911582
3916,0.517065808
3917,0.556238678
3918,0.574372253
3919,0.537634608
3920,0.882501339
3921,0.184819348
3922,0.212226524
3923,0.619181389
3924,0.418259899
3925,0.321262819
3926,0.491180919
3927,0.121652683
3928,0.233468763
3929,0.739902034
3930,0.839599825
3931,0.196490777
3932,0.665121416
3933,0.48448643
3934,0.152499578
3935,0.545002288
3936,0.053295328
3937,0.243437057
3938,0.59737509
3939,0.297367457
3940,0.560305038
3941,0.114579642
3942,0.09202466
3943,0.519484412
3944,0.104041799
3945,0.513441457
3946,0.141486084
3947,0.053261235
3948,0.713134637
3949,0.632782373
3950,0.332055899
3951,0.196668138
3952,0.160840096
3953,0.787173843
3954,0.678926259
3955,0.748646288
3956,0.214808433
3957,0.095007966
3958,0.233132364
3959,0.377392609
3960,0.710665798
3961,0.857390549
3962,0.581598902
3963,0.106506587
3964,0.541413708
3965,0.444151132
3966,0.07332018
3967,0.307081378
3968,0.555669439
3969,0.492185622
3970,0.577446707
3971,0.044196185
3972,0.5781574
3973,0.805780465
3974,0.470376888
3975,0.678991059
3976,0.345252672
3977,0.350632776
3978,0.49047736
3979,0.885758544
3980,0.177258121
3981,0.125826259
3982,0.626113192
3983,0.542193962
3984,0.149588965
3985,0.065312379
3986,0.079466903
3987,0.197246644
3988,0.18508083
3989,0.446881118
3990,0.17732042
3991,0.259381962
3992,0.048729443
3993,0.348322964
3994,0.320910944
3995,0.076702856
3996,0.545703802
3997,0.438516586
3998,0.745387921
3999,0.855363085
4000,0.129980922
4001,0.353751024
4002,0.818015248
4003,0.092217421
4004,0.197141034
4005,0.299991635
4006,0.543344441
4007,0.322522929
4008,0.368162469
4009,0.320213303
4010,0.2709459
4011,0.327512879
4012,0.39420715
4013,0.743331169
4014,0.222839538
4015,0.742103642
4016,0.169087176
4017,0.780572252
4018,0.370008608
4019,0.639247535
4020,0.168914906
4021,0.875919812
4022,0.62397688
4023,0.078410675
4024,0.401830035
4025,0.658913345
4026,0.649020648
4027,0.603529116
4028,0.384160181
4029,0.080187935
4030,0.070569826
4031,0.091730057
4032,0.306965891
4033,0.327512879
4034,0.582935916
4035,0.221178461
4036,0.486862498
4037,0.159507828
4038,0.148736904
4039,0.080014813
4040,0.842207349
4041,0.262466089
4042,0.142082836
4043,0.201471371
4044,0.344630961
4045,0.570249728
4046,0.475298612
4047,0.07831985
4048,0.641363186
4049,0.487908495
4050,0.059780011
4051,0.221166859
4052,0.24075917
4053,0.116922543
4054,0.203927178
4055,0.593340708
4056,0.645797001
4057,0.194929773
4058,0.379864256
4059,0.805780465
4060,0.234864986
4061,0.793468638
4062,0.251753873
4063,0.110491149
4064,0.440637683
4065,0.763783277
4066,0.434311238
4067,0.144744607
4068,0.14214034
4069,0.489292266
4070,0.186818068
4071,0.395734182
4072,0.313101868
4073,0.182207057
4074,0.243763261
4075,0.358406505
4076,0.647833677
4077,0.75187909
4078,0.600524113
4079,0.508629595
4080,0.531042542
4081,0.39926426
4082,0.349509152
4083,0.173142823
4084,0.565414222
4085,0.569738117
4086,0.221946209
4087,0.486692605
4088,0.170105693
4089,0.153248061
4090,0.746621989
4091,0.653957305
4092,0.490188597
4093,0.555859977
4094,0.552195007
4095,0.089120101
4096,0.410131493
4097,0.802120844
4098,0.155769562
4099,0.676488552
4100,0.635772275
4101,0.291905562
4102,0.360781
4103,0.08771489
4104,0.204697577
4105,0.600933191
4106,0.100766295
4107,0.257481511
4108,0.19691961
4109,0.244860621
4110,0.190196958
4111,0.317002328
4112,0.212353453
4113,0.169113088
4114,0.346504404
4115,0.804919357
4116,0.715796583
4117,0.848288209
4118,0.231411173
4119,0.737497994
4120,0.26993133
4121,0.808986511
4122,0.42275568
4123,0.128076267
4124,0.850255666
4125,0.261628806
4126,0.350857954
4127,0.081563279
4128,0.453894424
4129,0.215640802
4130,0.66106992
4131,0.358600904
4132,0.198454318
4133,0.187717318
4134,0.395821849
4135,0.276311458
4136,0.378153414
4137,0.190992935
4138,0.550463741
4139,0.233057601
4140,0.664080598
4141,0.305745188
4142,0.100430571
4143,0.114146012
4144,0.726160736
4145,0.79485237
4146,0.066195105
4147,0.606358125
4148,0.408665221
4149,0.602320771
4150,0.22550144
4151,0.56149763
4152,0.624033034
4153,0.664756247
4154,0.165331831
4155,0.107980772
4156,0.096324898
4157,0.086858832
4158,0.262766325
4159,0.219744461
4160,0.309365206
4161,0.40577837
4162,0.612786114
4163,0.192501931
4164,0.602320771
4165,0.226972294
4166,0.117040403
4167,0.723522516
4168,0.23612432
4169,0.28772173
4170,0.132071554
4171,0.442377672
4172,0.214822149
4173,0.562791992
4174,0.593313133
4175,0.094939493
4176,0.272811178
4177,0.113132261
4178,0.28449172
4179,0.053242162
4180,0.174890817
4181,0.123011609
4182,0.43590319
4183,0.170807346
4184,0.150149552
4185,0.0457254
4186,0.475479226
4187,0.141553398
4188,0.637979247
4189,0.501966705
4190,0.098753705
4191,0.541369956
4192,0.455058795
4193,0.454808579
4194,0.707499873
4195,0.582999394
4196,0.446700813
4197,0.304156983
4198,0.320527129
4199,0.134836319
4200,0.795570312
4201,0.692809868
4202,0.203874784
4203,0.611305768
4204,0.565937782
4205,0.105780488
4206,0.855363085
4207,0.597862405
4208,0.079559145
4209,0.309252137
4210,0.22855141
4211,0.459506845
4212,0.506055148
4213,0.316155992
4214,0.340951492
4215,0.340576307
4216,0.181029033
4217,0.151987283
4218,0.416063353
4219,0.591922895
4220,0.400906174
4221,0.800018394
4222,0.770630324
4223,0.333404498
4224,0.075981996
4225,0.197692084
4226,0.25068012
4227,0.25051742
4228,0.192638542
4229,0.656619502
4230,0.314632071
4231,0.207344517
4232,0.640802851
4233,0.346838154
4234,0.584752314
4235,0.403001227
4236,0.246819661
4237,0.770948173
4238,0.600524113
4239,0.227539798
4240,0.099011244
4241,0.155897347
4242,0.471248539
4243,0.127815598
4244,0.196454889
4245,0.413976246
4246,0.704611725
4247,0.766790072
4248,0.109436967
4249,0.554015088
4250,0.101500404
4251,0.229077356
4252,0.100509187
4253,0.185581798
4254,0.173477662
4255,0.658716908
4256,0.122099661
4257,0.330382696
4258,0.287647877
4259,0.820486067
4260,0.272791265
4261,0.470878656
4262,0.138564026
4263,0.701488592
4264,0.309178619
4265,0.102485181
4266,0.891498526
4267,0.519409773
4268,0.084248448
4269,0.465062021
4270,0.157076079
4271,0.634763636
4272,0.111765859
4273,0.766794151
4274,0.65207453
4275,0.293866257
4276,0.36833932
4277,0.560949456
4278,0.487203554
4279,0.852706201
4280,0.402495189
4281,0.601089312
4282,0.307216101
4283,0.364604023
4284,0.840836048
4285,0.545244955
4286,0.381554303
4287,0.603248704
