id,gender
3500,0.674241639
3501,0.093853711
3502,0.121679053
3503,0.266705881
3504,0.366850104
3505,0.23944101
3506,0.071181301
3507,0.719067921
3508,0.192678565
3509,0.062699934
3510,0.098449861
3511,0.312261891
3512,0.15643957
3513,0.09210106
3514,0.728038822
3515,0.115953154
3516,0.100209269
3517,0.134975542
3518,0.150719093
3519,0.526246398
3520,0.783071316
3521,0.489641015
3522,0.552790375
3523,0.093808163
3524,0.080122996
3525,0.667905603
3526,0.160681419
3527,0.815353322
3528,0.39206011
3529,0.129906079
3530,0.079545458
3531,0.770638511
3532,0.08315835
3533,0.144560372
3534,0.63072728
3535,0.119616253
3536,0.160977125
3537,0.646521947
3538,0.470859861
3539,0.45547936
3540,0.087813991
3541,0.14293249
3542,0.098784544
3543,0.737386118
3544,0.23885231
3545,0.137893983
3546,0.173403762
3547,0.092013895
3548,0.71761645
3549,0.134372105
3550,0.336786794
3551,0.277998593
3552,0.217366977
3553,0.154854585
3554,0.156772771
3555,0.097841051
3556,0.583029236
3557,0.468958682
3558,0.075997495
3559,0.167723989
3560,0.317898037
3561,0.476451364
3562,0.114432348
3563,0.112283301
3564,0.762686694
3565,0.315822458
3566,0.086644045
3567,0.261212909
3568,0.336582043
3569,0.142719262
3570,0.106195451
3571,0.171112384
3572,0.557337637
3573,0.588985092
3574,0.150740538
3575,0.694759306
3576,0.693148745
3577,0.295626128
3578,0.130687408
3579,0.164791568
3580,0.676040492
3581,0.565848772
3582,0.640033329
3583,0.574556014
3584,0.12256727
3585,0.540002202
3586,0.072494463
3587,0.108261945
3588,0.108633975
3589,0.151062502
3590,0.641594415
3591,0.274611514
3592,0.783557642
3593,0.189430391
3594,0.063073599
3595,0.272038082
3596,0.160278558
3597,0.144810849
3598,0.230446069
3599,0.60665502
3600,0.456096321
3601,0.340799704
3602,0.415444403
3603,0.073649889
3604,0.763313467
3605,0.210902611
3606,0.492130207
3607,0.207815692
3608,0.129168908
3609,0.104637339
3610,0.155637933
3611,0.564393907
3612,0.694759306
3613,0.077608027
3614,0.22897775
3615,0.109855753
3616,0.35470101
3617,0.652406624
3618,0.774025288
3619,0.084462836
3620,0.090847784
3621,0.409587495
3622,0.115082904
3623,0.401488095
3624,0.067753013
3625,0.357414663
3626,0.567971174
3627,0.135338223
3628,0.647032901
3629,0.177357348
3630,0.596978151
3631,0.224975269
3632,0.293166131
3633,0.112268007
3634,0.084450488
3635,0.419819168
3636,0.294466733
3637,0.095271979
3638,0.728409675
3639,0.682124613
3640,0.582089551
3641,0.255996503
3642,0.744003078
3643,0.075823388
3644,0.114603624
3645,0.378558827
3646,0.211761038
3647,0.13675904
3648,0.648045566
3649,0.147627992
3650,0.161271773
3651,0.419228748
3652,0.759145055
3653,0.204289523
3654,0.410082313
3655,0.17014582
3656,0.373089056
3657,0.541039671
3658,0.137221761
3659,0.090886691
3660,0.208614534
3661,0.190553255
3662,0.164305808
3663,0.661529779
3664,0.259826749
3665,0.76991697
3666,0.610910266
3667,0.09194252
3668,0.14808224
3669,0.631110384
3670,0.066347257
3671,0.652406624
3672,0.064126853
3673,0.307262609
3674,0.195710323
3675,0.327518405
3676,0.143942425
3677,0.189913552
3678,0.228858147
3679,0.074888134
3680,0.109584376
3681,0.478045132
3682,0.679351287
3683,0.118521044
3684,0.360490392
3685,0.526382662
3686,0.144383734
3687,0.553098326
3688,0.080665938
3689,0.754257292
3690,0.624341786
3691,0.109361826
3692,0.646423193
3693,0.094602112
3694,0.250109546
3695,0.745153754
3696,0.507643412
3697,0.616517188
3698,0.08105001
3699,0.15487367
3700,0.121952288
3701,0.066296369
3702,0.117388502
3703,0.41618715
3704,0.630609749
3705,0.224985872
3706,0.091595494
3707,0.12581423
3708,0.135539053
3709,0.096781506
3710,0.086648875
3711,0.121277933
3712,0.552240407
3713,0.129728976
3714,0.130501618
3715,0.115391076
3716,0.077186387
3717,0.13516948
3718,0.087535305
3719,0.177231091
3720,0.238457069
3721,0.555677619
3722,0.076213661
3723,0.467137169
3724,0.492130207
3725,0.131526529
3726,0.558780804
3727,0.693716607
3728,0.250491477
3729,0.725810221
3730,0.272553728
3731,0.308898856
3732,0.608956846
3733,0.781380531
3734,0.087530513
3735,0.364163673
3736,0.391370515
3737,0.442803094
3738,0.089836254
3739,0.447622735
3740,0.471597401
3741,0.695848283
3742,0.137793875
3743,0.08002254
3744,0.139590622
3745,0.135280002
3746,0.177944037
3747,0.072557638
3748,0.104207729
3749,0.649616115
3750,0.12000382
3751,0.699100395
3752,0.090855591
3753,0.600487709
3754,0.172230728
3755,0.588389753
3756,0.694759306
3757,0.075605897
3758,0.156422188
3759,0.33171832
3760,0.223948683
3761,0.653042234
3762,0.112497565
3763,0.089102199
3764,0.539809684
3765,0.090476505
3766,0.215822025
3767,0.719208712
3768,0.742414807
3769,0.445674626
3770,0.557337637
3771,0.094479168
3772,0.620985049
3773,0.302700635
3774,0.176263632
3775,0.790247832
3776,0.754259174
3777,0.521980744
3778,0.219485677
3779,0.084296109
3780,0.217666725
3781,0.157636123
3782,0.358548505
3783,0.141931836
3784,0.162755808
3785,0.5858238
3786,0.074589702
3787,0.717320263
3788,0.2402304
3789,0.284074429
3790,0.124842108
3791,0.175870544
3792,0.534864515
3793,0.698080795
3794,0.126847379
3795,0.648291771
3796,0.072343282
3797,0.684250663
3798,0.249538619
3799,0.288244931
3800,0.111190568
3801,0.098868038
3802,0.309414252
3803,0.098928791
3804,0.171350023
3805,0.208673296
3806,0.731847423
3807,0.07554692
3808,0.526188046
3809,0.18386656
3810,0.204643863
3811,0.596840904
3812,0.171197121
3813,0.614153599
3814,0.184294059
3815,0.579892898
3816,0.164054022
3817,0.083865655
3818,0.203227098
3819,0.069663882
3820,0.670571912
3821,0.59099421
3822,0.103466963
3823,0.107417431
3824,0.14027024
3825,0.648277486
3826,0.0911222
3827,0.093921017
3828,0.074837468
3829,0.774353872
3830,0.784252825
3831,0.104444402
3832,0.084289291
3833,0.081825738
3834,0.368386539
3835,0.126052629
3836,0.072719825
3837,0.09975214
3838,0.572604533
3839,0.227476944
3840,0.780297989
3841,0.122782777
3842,0.098388205
3843,0.183677481
3844,0.568337633
3845,0.111839901
3846,0.059621983
3847,0.14863293
3848,0.090675831
3849,0.554878188
3850,0.095743665
3851,0.150965577
3852,0.708640902
3853,0.100288097
3854,0.107827809
3855,0.114265226
3856,0.236535505
3857,0.099978305
3858,0.216798341
3859,0.300544875
3860,0.757611119
3861,0.252611672
3862,0.244081826
3863,0.731605872
3864,0.703051676
3865,0.747276533
3866,0.159026418
3867,0.312641853
3868,0.333898361
3869,0.692991876
3870,0.124573122
3871,0.310888207
3872,0.655932661
3873,0.080734211
3874,0.10643331
3875,0.076338074
3876,0.43346561
3877,0.111104652
3878,0.658034469
3879,0.676040492
3880,0.274941666
3881,0.110992095
3882,0.126738084
3883,0.450838162
3884,0.110046537
3885,0.671371852
3886,0.426289135
3887,0.507782645
3888,0.327782958
3889,0.131400657
3890,0.740955561
3891,0.19371038
3892,0.07648353
3893,0.082298846
3894,0.088923385
3895,0.14667208
3896,0.127166349
3897,0.083558433
3898,0.676040492
3899,0.138448787
3900,0.676040492
3901,0.685663787
3902,0.183064425
3903,0.12396906
3904,0.359000038
3905,0.154840728
3906,0.672751775
3907,0.073109594
3908,0.092766005
3909,0.66914231
3910,0.105241024
3911,0.067788749
3912,0.345763459
3913,0.767465623
3914,0.187441537
3915,0.134319334
3916,0.287971279
3917,0.722062612
3918,0.587525279
3919,0.208362312
3920,0.790238622
3921,0.118592009
3922,0.115581737
3923,0.622463308
3924,0.330225031
3925,0.425943243
3926,0.134135675
3927,0.190884262
3928,0.165283324
3929,0.61649774
3930,0.791308467
3931,0.093040872
3932,0.596129006
3933,0.478369884
3934,0.10474755
3935,0.583683507
3936,0.129895045
3937,0.145682241
3938,0.654426362
3939,0.201493747
3940,0.433325951
3941,0.098550056
3942,0.092958005
3943,0.098345598
3944,0.178406224
3945,0.599259137
3946,0.073707153
3947,0.068877399
3948,0.704016307
3949,0.652283081
3950,0.175067126
3951,0.100675408
3952,0.113515436
3953,0.724808125
3954,0.667902109
3955,0.707159059
3956,0.109276698
3957,0.069019858
3958,0.215822124
3959,0.208612755
3960,0.637484184
3961,0.670293385
3962,0.651608176
3963,0.06571999
3964,0.243171425
3965,0.561563327
3966,0.072705879
3967,0.14419079
3968,0.742753757
3969,0.186529881
3970,0.538226252
3971,0.084978511
3972,0.576586628
3973,0.79410844
3974,0.317568718
3975,0.684544946
3976,0.322412066
3977,0.161370548
3978,0.583837472
3979,0.809864561
3980,0.15929824
3981,0.095827556
3982,0.363547289
3983,0.165825763
3984,0.273068653
3985,0.06519047
3986,0.078386573
3987,0.198883829
3988,0.096121784
3989,0.510154546
3990,0.132576147
3991,0.127363498
3992,0.070543046
3993,0.253813319
3994,0.12876793
3995,0.069871492
3996,0.471586751
3997,0.234985586
3998,0.677743577
