id,gender
3500,0.61116695
3501,0.31996915
3502,0.42328405
3503,0.35417062
3504,0.47379133
3505,0.30280414
3506,0.2608358
3507,0.59571165
3508,0.39588705
3509,0.28391758
3510,0.3107683
3511,0.42147967
3512,0.4036682
3513,0.3035603
3514,0.53303987
3515,0.27132407
3516,0.26349634
3517,0.28205693
3518,0.32789817
3519,0.49354908
3520,0.58774066
3521,0.45701844
3522,0.49651596
3523,0.33291784
3524,0.25402126
3525,0.57439256
3526,0.27138716
3527,0.6951092
3528,0.36528876
3529,0.34206527
3530,0.3168679
3531,0.61078906
3532,0.25722536
3533,0.32151133
3534,0.494751
3535,0.28551325
3536,0.33340213
3537,0.5887953
3538,0.39718384
3539,0.39835382
3540,0.2888062
3541,0.32616878
3542,0.30239618
3543,0.633237
3544,0.3824442
3545,0.3397999
3546,0.34093666
3547,0.3308099
3548,0.6337462
3549,0.3395999
3550,0.3545634
3551,0.40641016
3552,0.33672598
3553,0.3363869
3554,0.3335455
3555,0.3035633
3556,0.47468
3557,0.34040797
3558,0.2811077
3559,0.4026859
3560,0.45572555
3561,0.5256447
3562,0.33237833
3563,0.3490228
3564,0.6404137
3565,0.41782296
3566,0.2619415
3567,0.39746213
3568,0.5070595
3569,0.34816357
3570,0.32075527
3571,0.37210605
3572,0.59571165
3573,0.5894106
3574,0.32381797
3575,0.5970222
3576,0.57344985
3577,0.37610534
3578,0.32663268
3579,0.36747614
3580,0.655284
3581,0.5643578
3582,0.6196591
3583,0.6453431
3584,0.30738333
3585,0.3289884
3586,0.23408145
3587,0.29239473
3588,0.30256635
3589,0.26718882
3590,0.58324784
3591,0.3715885
3592,0.64581555
3593,0.34509566
3594,0.25411022
3595,0.44570014
3596,0.32805073
3597,0.29430294
3598,0.36818883
3599,0.52084786
3600,0.3925192
3601,0.33646744
3602,0.46277687
3603,0.30988136
3604,0.6965897
3605,0.39902228
3606,0.43217137
3607,0.2862855
3608,0.31643337
3609,0.32154843
3610,0.3384785
3611,0.5023222
3612,0.5970222
3613,0.25125167
3614,0.35091463
3615,0.2911162
3616,0.4790682
3617,0.57800394
3618,0.5540066
3619,0.2733732
3620,0.43721288
3621,0.38957977
3622,0.28013656
3623,0.516976
3624,0.32137546
3625,0.41782296
3626,0.5537726
3627,0.37982875
3628,0.5415847
3629,0.33608785
3630,0.5065448
3631,0.38788512
3632,0.4929494
3633,0.2873616
3634,0.26086575
3635,0.4219358
3636,0.3534097
3637,0.27360535
3638,0.60087585
3639,0.5792381
3640,0.5133636
3641,0.33751965
3642,0.62695104
3643,0.29447782
3644,0.38491535
3645,0.31352106
3646,0.2588969
3647,0.31714472
3648,0.608818
3649,0.3691492
3650,0.3895772
3651,0.436209
3652,0.67263895
3653,0.34563866
3654,0.34410638
3655,0.36375612
3656,0.40842867
3657,0.57712764
3658,0.30722782
3659,0.33620864
3660,0.3211216
3661,0.40033805
3662,0.3071087
3663,0.5864095
3664,0.40289247
3665,0.6550982
3666,0.57829267
3667,0.30871907
3668,0.28606537
3669,0.54969555
3670,0.28688905
3671,0.57800394
3672,0.24324708
3673,0.34111834
3674,0.34931022
3675,0.47299123
3676,0.26735288
3677,0.3578103
3678,0.33130938
3679,0.26356122
3680,0.30507848
3681,0.4937786
3682,0.60199505
3683,0.3274483
3684,0.4836815
3685,0.60186183
3686,0.39482978
3687,0.40892404
3688,0.2617605
3689,0.62025034
3690,0.48925832
3691,0.27451703
3692,0.5305104
3693,0.31529668
3694,0.36445627
3695,0.6365515
3696,0.4180669
3697,0.5769698
3698,0.3427933
3699,0.32571608
3700,0.29417628
3701,0.24694791
3702,0.32187828
3703,0.45298463
3704,0.6180826
3705,0.38529357
3706,0.33805314
3707,0.23927476
3708,0.25912884
3709,0.30062136
3710,0.32224515
3711,0.350901
3712,0.4762122
3713,0.29842842
3714,0.33721334
3715,0.39190713
3716,0.3055016
3717,0.35283402
3718,0.27834582
3719,0.3322364
3720,0.4220124
3721,0.5650947
3722,0.289333
3723,0.4271205
3724,0.43217137
3725,0.37751827
3726,0.51832986
3727,0.6478683
3728,0.3317273
3729,0.5584265
3730,0.32307115
3731,0.5058756
3732,0.50879765
3733,0.71104074
3734,0.29326975
3735,0.2952006
3736,0.3967421
3737,0.46956834
3738,0.32091966
3739,0.4643571
3740,0.5476816
3741,0.57725704
3742,0.29533538
3743,0.30042478
3744,0.334819
3745,0.2821623
3746,0.39154217
3747,0.27867773
3748,0.31155542
3749,0.5385279
3750,0.28632694
3751,0.56055033
3752,0.28096053
3753,0.5732686
3754,0.34997723
3755,0.53667897
3756,0.5970222
3757,0.25312117
3758,0.31791177
3759,0.35127643
3760,0.29295874
3761,0.538137
3762,0.28886098
3763,0.32384497
3764,0.5935255
3765,0.24236304
3766,0.38111517
3767,0.6655294
3768,0.71797
3769,0.45990202
3770,0.59571165
3771,0.2825434
3772,0.62645787
3773,0.46712974
3774,0.30670828
3775,0.64581555
3776,0.60952
3777,0.56204045
3778,0.30653703
3779,0.2586874
3780,0.39588705
3781,0.31786
3782,0.3898017
3783,0.2905597
3784,0.3378605
3785,0.57829267
3786,0.2999105
3787,0.58404964
3788,0.39588705
3789,0.37511286
3790,0.33771235
3791,0.26458445
3792,0.50900227
3793,0.5961961
3794,0.3229105
3795,0.50261074
3796,0.27124128
3797,0.54332256
3798,0.397417
3799,0.26612973
3800,0.2865396
3801,0.27986535
3802,0.31806043
3803,0.35020524
3804,0.33565906
3805,0.38367394
3806,0.5729988
3807,0.28901958
3808,0.45580718
3809,0.35234642
3810,0.31236106
3811,0.52134234
3812,0.33937848
3813,0.5589922
3814,0.33459362
3815,0.59591234
3816,0.44713974
3817,0.2590207
3818,0.38700792
3819,0.26880094
3820,0.5360161
3821,0.5513344
3822,0.30841768
3823,0.30378422
3824,0.266348
3825,0.49797094
3826,0.2611924
3827,0.32102543
3828,0.31319922
3829,0.67913723
3830,0.63847244
3831,0.30923647
3832,0.31173044
3833,0.2814632
3834,0.3666017
3835,0.33349848
3836,0.34896663
3837,0.33697867
3838,0.6309658
3839,0.36902386
3840,0.69602716
3841,0.38006604
3842,0.26815063
3843,0.3573723
3844,0.43836635
3845,0.378962
3846,0.24800524
3847,0.22987637
3848,0.27177188
3849,0.5779378
3850,0.31235123
3851,0.33749774
3852,0.5752368
3853,0.29588377
3854,0.27330595
3855,0.32488495
3856,0.38436922
3857,0.30203804
3858,0.35409662
3859,0.4412331
3860,0.66568744
3861,0.33208293
3862,0.37993133
3863,0.60011864
3864,0.6331993
3865,0.5691942
3866,0.38735425
3867,0.3839874
3868,0.3771247
3869,0.69498044
3870,0.4723326
3871,0.42579937
3872,0.5920625
3873,0.26562044
3874,0.30282333
3875,0.2641256
3876,0.48974198
3877,0.47104403
3878,0.48786113
3879,0.655284
3880,0.43388373
3881,0.35146174
3882,0.3039076
3883,0.2986121
3884,0.30233964
3885,0.6346539
3886,0.5001299
3887,0.47920933
3888,0.4909775
3889,0.3146894
3890,0.5556814
3891,0.30646342
3892,0.2320347
3893,0.3216619
3894,0.24736872
3895,0.23975568
3896,0.27846715
3897,0.26441795
3898,0.655284
3899,0.3074093
3900,0.655284
3901,0.65755814
3902,0.34313878
3903,0.2625292
3904,0.27162245
3905,0.4197356
3906,0.58439696
3907,0.2786983
3908,0.2610354
3909,0.589478
3910,0.33168113
3911,0.24748054
3912,0.56240755
3913,0.5838143
3914,0.47655547
3915,0.291661
3916,0.37424085
3917,0.5820103
3918,0.49981725
3919,0.36433133
3920,0.6919074
3921,0.3707281
3922,0.32702875
3923,0.57829267
3924,0.4275184
3925,0.4461276
3926,0.43948463
3927,0.3236674
3928,0.41615543
3929,0.5361687
3930,0.68190575
3931,0.32626402
3932,0.5221774
3933,0.42006254
3934,0.27763543
3935,0.39975268
3936,0.2409407
3937,0.32712254
3938,0.59033823
3939,0.30303445
3940,0.44573268
3941,0.26774248
3942,0.3061418
3943,0.35323545
3944,0.31224653
3945,0.478779
3946,0.28107297
3947,0.25342485
3948,0.52539396
3949,0.4860397
3950,0.3566966
3951,0.30892175
3952,0.30193403
3953,0.6125531
3954,0.51912534
3955,0.60860264
3956,0.3533702
3957,0.26558927
3958,0.3786585
3959,0.3760155
3960,0.647775
3961,0.6309563
3962,0.53443015
3963,0.27348238
3964,0.49334544
3965,0.5185065
3966,0.30717725
3967,0.46328932
3968,0.5970222
3969,0.41895455
3970,0.51555216
3971,0.2280113
3972,0.4993982
3973,0.63847244
3974,0.45513535
3975,0.502137
3976,0.38668
3977,0.3453457
3978,0.42296082
3979,0.7263209
3980,0.28337812
3981,0.3133059
3982,0.3617746
3983,0.36779973
3984,0.3412113
3985,0.26722085
3986,0.26445585
3987,0.46278223
3988,0.32265288
3989,0.5361351
3990,0.2993997
3991,0.35393783
3992,0.24924566
3993,0.42249903
3994,0.41299298
3995,0.29370233
3996,0.5129292
3997,0.39081478
3998,0.62028503
3999,0.66648316
4000,0.28839213
4001,0.38931242
4002,0.567945
4003,0.25992778
4004,0.29878142
4005,0.33256626
4006,0.5537784
4007,0.3735301
4008,0.40725023
4009,0.28896412
4010,0.3204083
4011,0.39588705
4012,0.39594558
4013,0.5137581
4014,0.30869424
4015,0.59974843
4016,0.32006866
4017,0.4682912
4018,0.40557277
4019,0.63119584
4020,0.33177194
4021,0.7260737
4022,0.66466135
4023,0.29035863
4024,0.4075206
4025,0.5555917
4026,0.6386594
4027,0.5069881
4028,0.33415982
4029,0.29842263
4030,0.25380716
4031,0.26971042
4032,0.30505183
4033,0.39588705
4034,0.55770826
4035,0.36024472
4036,0.44934776
4037,0.3289021
4038,0.2867774
4039,0.29712552
4040,0.6338324
4041,0.31775805
4042,0.31144357
4043,0.30169085
4044,0.30467203
4045,0.5474715
4046,0.39963332
4047,0.24047317
4048,0.4583214
4049,0.555936
4050,0.25934172
4051,0.31676906
4052,0.3384673
4053,0.29791498
4054,0.3312442
4055,0.51264125
4056,0.59881663
4057,0.34184754
4058,0.35365808
4059,0.63847244
4060,0.32087252
4061,0.6508943
4062,0.3563001
4063,0.25348377
4064,0.40249768
4065,0.60103446
4066,0.3150908
4067,0.36919153
4068,0.30721208
4069,0.36313105
4070,0.32445595
4071,0.39224017
4072,0.36058283
4073,0.30817306
4074,0.34433353
4075,0.39127088
4076,0.59074044
4077,0.5688255
4078,0.61181945
4079,0.582479
4080,0.4860123
4081,0.3637577
4082,0.36202857
4083,0.28223404
4084,0.4818376
4085,0.41217366
4086,0.34577024
4087,0.43764842
4088,0.31081188
4089,0.3458872
4090,0.7075789
4091,0.5643694
4092,0.44206607
4093,0.4820435
4094,0.53218746
4095,0.27839014
4096,0.4547568
4097,0.6407177
4098,0.34118885
4099,0.5831788
4100,0.568549
4101,0.3698815
4102,0.40814275
4103,0.32375818
4104,0.32929033
4105,0.48886827
4106,0.2892949
4107,0.32189864
4108,0.36447617
4109,0.34308964
4110,0.3697587
4111,0.32835194
4112,0.2841736
4113,0.32373527
4114,0.3594417
4115,0.630698
4116,0.49373972
4117,0.6194472
4118,0.26451358
4119,0.53672147
4120,0.35453624
4121,0.6566752
4122,0.33020434
4123,0.28958127
4124,0.6863247
4125,0.34434742
4126,0.33202878
4127,0.2896171
4128,0.5297719
4129,0.31170705
4130,0.49912602
4131,0.4981584
4132,0.31052762
4133,0.2873075
4134,0.39025885
4135,0.40729928
4136,0.387375
4137,0.30655968
4138,0.46001562
4139,0.3517998
4140,0.42733553
4141,0.3243211
4142,0.2750172
